id,churn,promotion,phone,internet,security,streaming,unlimited,gender,marriage,city,churn_category,churn_reason,age,no_dependents,cltv,population,monthly_charge,extra_data_charge,long_charge,total_contact,noreferral,duration,download,total_service_issue
3815-SLMEF,1,Offer E,No,Yes,Yes,No,No,Female,No,Avenal,Competitor,Competitor offered higher download speeds,26,0,2802,14697,35.62,79,0,3,0,3,57,0
5154-VEKBL,1,Offer E,No,Yes,Yes,Yes,No,Female,No,Bodfish,Competitor,Competitor offered higher download speeds,30,0,3032,1954,60.84,286,0,1,0,9,53,0
4587-VVTOX,1,Offer E,Yes,Yes,No,Yes,No,Female,Yes,Frazier Park,Competitor,Competitor offered more data,23,0,4163,1526,109.512,349,164.64,6,1,6,64,0
4652-NNHNY,1,None,Yes,Yes,No,No,Yes,Male,Yes,Fellows,Other,Don't know,32,0,3226,626,76.804,0,287.36,2,1,16,33,0
8515-OCTJS,1,Offer C,Yes,No,No,No,No,Female,No,Lemoore,Competitor,Competitor made better offer,61,0,4931,30419,24.75,0,493.75,1,0,25,0,0
5261-QSHQM,1,Offer E,No,Yes,No,No,Yes,Female,No,Temecula,Competitor,Competitor made better offer,31,0,4909,46171,25.428,0,0,3,0,4,10,0
8868-WOZGU,1,Offer C,Yes,Yes,No,Yes,Yes,Male,No,Porterville,Dissatisfaction,Service dissatisfaction,33,0,2464,65566,109.928,0,853.44,0,0,28,14,0
1334-FJSVR,1,Offer E,No,Yes,No,No,No,Male,No,Sequoia National Park,Dissatisfaction,Lack of self-service on Website,64,0,2846,56,25.22,0,0,3,0,1,8,2
7625-XCQRH,1,None,Yes,Yes,No,No,No,Female,No,Strathmore,Dissatisfaction,Network reliability,48,0,2291,5689,79.56,34,171.6,3,0,11,4,3
1731-TVIUK,1,Offer E,Yes,Yes,No,Yes,Yes,Female,No,Temecula,Competitor,Competitor made better offer,47,0,4554,46171,97.24,0,29.56,4,0,4,4,0
0618-XWMSS,1,Offer C,Yes,Yes,Yes,No,No,Male,No,Wasco,Price,Long distance charges,60,0,5392,22760,77.896,124,1239.84,2,0,28,6,0
2565-JSLRY,1,None,Yes,No,No,No,No,Male,No,Bakersfield,Price,Price too high,21,0,3162,53481,24.05,0,20.26,2,0,1,0,0
6689-KXGBO,1,None,Yes,Yes,No,No,Yes,Female,No,San Luis Obispo,Dissatisfaction,Product dissatisfaction,36,0,3420,27047,52.572,0,30.96,0,0,1,6,0
6615-NGGZJ,1,None,Yes,Yes,No,Yes,No,Male,No,Buellton,Dissatisfaction,Service dissatisfaction,56,0,5224,4644,104.572,425,517.58,8,0,14,30,2
4255-DDUOU,1,None,Yes,No,No,No,No,Female,Yes,Casmalia,Price,Long distance charges,47,3,2398,210,20.5,0,34.57,6,0,1,0,0
2984-MIIZL,1,None,Yes,Yes,No,No,Yes,Male,No,Guadalupe,Dissatisfaction,Network reliability,51,0,5882,5726,77.792,0,29.04,2,0,4,32,1
5590-YRFJT,1,None,No,Yes,No,No,No,Female,Yes,Lompoc,Other,Don't know,44,0,3298,6165,25.428,53,0,2,1,20,11,0
3677-TNKIO,1,None,Yes,Yes,No,No,No,Female,No,Templeton,Other,Don't know,27,0,3228,7918,73.84,521,507.5,1,0,14,57,0
3329-WDIOK,1,None,No,Yes,No,Yes,Yes,Female,No,Edwards,Dissatisfaction,Poor expertise of online support,56,0,4800,7685,52.624,0,0,1,0,3,28,0
2873-ZLIWT,1,Offer B,Yes,Yes,No,No,No,Female,Yes,Temecula,Competitor,Competitor made better offer,64,0,5764,46171,88.244,694,81.2,3,1,40,21,0
3415-TAILE,1,None,Yes,Yes,No,Yes,No,Female,Yes,Johannesburg,Competitor,Competitor had better devices,21,2,4265,207,68.328,75,54.54,1,1,2,56,1
1915-IOFGU,1,None,Yes,Yes,No,No,No,Female,No,Keene,Competitor,Competitor offered higher download speeds,53,0,4123,1436,73.32,0,41.39,3,0,1,3,0
3045-XETSH,1,None,Yes,Yes,No,Yes,No,Female,No,Lake Hughes,Competitor,Competitor offered more data,34,0,3074,2771,98.644,219,432.6,4,0,10,23,0
7239-HZZCX,1,None,Yes,No,No,No,No,Male,No,Lancaster,Competitor,Competitor made better offer,21,0,4851,57794,19.75,0,29.33,2,0,1,0,1
7683-CBDKJ,1,None,Yes,Yes,Yes,No,Yes,Male,Yes,Palmdale,Competitor,Competitor had better devices,42,1,2881,67232,68.068,0,638.4,3,1,14,21,3
0628-CNQRM,1,None,Yes,Yes,Yes,No,Yes,Male,Yes,Temecula,Other,Don't know,49,0,3378,46171,70.2,0,435.6,5,1,22,19,0
7665-TOALD,1,None,Yes,Yes,No,No,No,Female,No,Temecula,Competitor,Competitor made better offer,25,0,2412,46171,72.384,0,14.19,6,0,1,65,0
0112-QWPNC,1,Offer B,Yes,Yes,Yes,Yes,No,Male,Yes,Valyermo,Competitor,Competitor offered higher download speeds,61,0,6452,413,87.724,447,1937.95,3,1,49,11,2
2777-PHDEI,1,None,Yes,Yes,No,No,Yes,Female,No,Ahwahnee,Competitor,Competitor offered more data,20,0,3458,1968,81.172,0,29.41,3,0,1,65,0
1196-AMORA,1,None,Yes,Yes,No,No,No,Male,No,Big Creek,Competitor,Competitor offered more data,63,0,2679,273,76.544,161,266.49,2,0,7,31,0
4282-YMKNA,1,Offer E,Yes,Yes,No,No,No,Female,No,Biola,Competitor,Competitor made better offer,55,0,5003,807,77.74,92,148.32,2,0,9,13,2
5356-RHIPP,1,Offer E,Yes,No,No,No,No,Male,No,Dinuba,Competitor,Competitor made better offer,38,0,5355,24206,20.2,0,45.49,2,0,1,0,0
0746-JTRFU,1,Offer E,No,Yes,No,No,No,Male,No,Kingsburg,Dissatisfaction,Product dissatisfaction,22,0,4810,14088,26.052,45,0,0,0,2,80,0
4628-CTTLA,1,Offer B,No,Yes,No,No,No,Male,No,Sanger,Dissatisfaction,Lack of self-service on Website,23,0,4917,28991,40.872,1372,0,6,0,57,65,0
2876-VBBBL,1,Offer E,Yes,No,No,No,No,Female,No,Shaver Lake,Attitude,Attitude of support person,64,0,2783,642,20.25,0,10.71,2,0,1,0,0
6834-NXDCA,1,None,No,Yes,No,No,No,Female,No,South Dos Palos,Dissatisfaction,Limited range of services,30,0,2967,343,24.856,174,0,3,0,13,58,0
5597-GLBUC,1,Offer E,Yes,Yes,No,No,No,Female,No,Squaw Valley,Price,Lack of affordable download/upload speed,48,0,4931,3146,88.868,0,22.97,4,0,1,25,0
2748-MYRVK,1,Offer B,Yes,Yes,No,Yes,No,Female,No,Fresno,Price,Long distance charges,22,0,4776,47999,103.896,3989,527.94,1,0,63,65,0
4822-YCXMX,1,Offer C,Yes,Yes,No,Yes,No,Male,No,Fresno,Price,Extra data charges,64,0,4203,35451,88.192,490,207.75,1,0,25,24,1
9821-POOTN,1,Offer C,Yes,Yes,No,No,No,Male,Yes,San Dimas,Price,Price too high,48,0,4639,33878,78.208,335,1696.45,4,1,35,13,0
6559-ILWKJ,1,None,No,Yes,No,Yes,No,Male,Yes,Fresno,Dissatisfaction,Product dissatisfaction,44,0,4879,60889,51.324,984,0,1,1,71,28,1
4229-CZMLL,1,None,Yes,Yes,No,No,No,Male,No,Salinas,Dissatisfaction,Service dissatisfaction,49,0,4160,35739,77.896,56,37.92,2,0,6,12,3
3663-MITLP,1,None,Yes,Yes,No,Yes,No,Female,No,Marina,Dissatisfaction,Lack of self-service on Website,43,0,3968,21759,105.3,423,252.3,3,0,15,29,0
9025-ZRPVR,1,Offer E,Yes,No,No,No,No,Male,No,Pacific Grove,Attitude,Attitude of support person,59,0,5403,15449,18.95,0,447.66,2,0,9,0,1
3285-UCQVC,1,None,No,Yes,No,No,No,Female,No,Seaside,Other,Don't know,31,0,4429,38244,29.744,107,0,2,0,37,11,0
3737-GCSPV,1,None,Yes,Yes,Yes,No,Yes,Female,Yes,Millbrae,Competitor,Competitor had better devices,60,0,3101,20350,100.048,0,295.68,3,5,11,21,2
4088-YLDSU,1,Offer B,Yes,Yes,No,Yes,No,Male,Yes,Redwood City,Competitor,Competitor had better devices,21,0,4369,25569,108.316,4824,583.55,4,1,55,84,2
5797-APWZC,1,Offer E,Yes,Yes,No,Yes,No,Female,No,San Francisco,Competitor,Competitor offered higher download speeds,41,0,2540,2066,94.224,0,31.68,4,0,1,24,0
3683-QKIUE,1,Offer E,Yes,Yes,No,No,Yes,Female,No,San Francisco,Competitor,Competitor offered higher download speeds,51,0,4713,17372,52.832,3.74,131.46,2,0,6,13,1
4228-ZGYUW,1,Offer E,Yes,Yes,No,Yes,No,Male,No,San Francisco,Competitor,Competitor offered more data,42,0,3212,13723,93.652,44,48.96,1,0,4,12,0
3519-ZKXGG,1,Offer E,Yes,Yes,No,No,No,Female,Yes,San Francisco,Competitor,Competitor offered more data,61,0,4062,22920,78.884,82,133.02,4,1,3,32,0
6416-TVAIH,1,Offer E,Yes,Yes,No,No,No,Male,Yes,San Francisco,Competitor,Competitor offered more data,39,0,5753,20643,71.24,0,30.62,0,1,1,12,0
5108-ADXWO,1,None,Yes,Yes,Yes,No,No,Male,No,San Francisco,Competitor,Competitor made better offer,30,0,4509,1458,76.44,261,427.68,5,0,11,33,0
3066-RRJIO,1,Offer E,Yes,Yes,No,No,No,Female,No,San Francisco,Competitor,Competitor made better offer,29,0,5341,26297,72.748,0,13.04,0,0,1,51,0
6715-OFDBP,1,None,Yes,Yes,No,Yes,Yes,Male,No,Palo Alto,Price,Price too high,52,0,4944,1723,72.852,0,71.3,5,0,5,29,2
1567-DSCIC,1,None,Yes,Yes,No,No,No,Male,No,San Mateo,Dissatisfaction,Product dissatisfaction,59,0,2632,32488,97.76,116,191.12,3,0,8,15,1
2150-UWTFY,1,Offer D,Yes,Yes,Yes,No,Yes,Female,Yes,San Mateo,Dissatisfaction,Service dissatisfaction,21,3,4626,23393,63.596,0,945.56,0,1,22,33,0
2683-BPJSO,1,None,Yes,Yes,Yes,No,Yes,Male,Yes,Byron,Dissatisfaction,Lack of self-service on Website,37,0,2651,10153,87.828,0,822.73,2,0,29,13,0
2157-MXBJS,1,Offer D,Yes,Yes,No,Yes,No,Male,Yes,Calistoga,Dissatisfaction,Network reliability,20,0,4800,7384,78.312,891,535.86,4,1,13,90,3
1087-UDSIH,1,Offer E,Yes,No,No,No,No,Female,No,Concord,Attitude,Attitude of support person,38,0,5000,36186,19.6,0,39.84,3,0,3,0,1
5445-PZWGX,1,Offer B,Yes,Yes,Yes,Yes,No,Male,No,Travis Afb,Price,Price too high,63,0,5090,9978,106.08,1502,500.96,6,0,62,23,0
9170-CCKOU,1,Offer D,Yes,Yes,Yes,No,No,Male,Yes,Fremont,Dissatisfaction,Product dissatisfaction,62,0,2026,46917,93.808,145,205.02,1,1,17,10,2
1043-YCUTE,1,Offer B,Yes,No,No,No,No,Male,Yes,Hayward,Dissatisfaction,Service dissatisfaction,19,0,6484,72993,25.15,0,739.2,4,1,56,0,1
3814-MLAXC,1,None,Yes,Yes,No,No,No,Female,No,Hayward,Dissatisfaction,Lack of self-service on Website,58,0,2554,27311,83.044,313,515.53,3,0,31,13,0
1226-UDFZR,1,Offer E,Yes,Yes,No,No,No,Female,No,Lafayette,Dissatisfaction,Network reliability,26,0,3599,23996,51.584,33,42.56,1,0,2,29,1
5442-UTCVD,1,None,Yes,Yes,No,Yes,No,Male,No,Pittsburg,Attitude,Attitude of service provider,53,0,2704,78816,95.524,59,131.16,4,0,3,23,0
7734-DBOAI,1,None,No,Yes,No,No,Yes,Female,Yes,Pope Valley,Attitude,Attitude of support person,42,2,5434,494,41.704,0,0,5,1,1,13,2
2114-MGINA,1,Offer D,Yes,Yes,No,Yes,No,Female,No,Rio Vista,Attitude,Attitude of support person,57,0,4107,5246,93.392,361,144.2,1,0,14,32,2
4489-SNOJF,1,None,Yes,Yes,Yes,No,No,Female,Yes,Deer Park,Other,Don't know,28,2,5898,223,75.14,2312,884.45,3,1,35,90,0
2187-LZGPL,1,None,No,Yes,No,Yes,Yes,Female,No,Walnut Creek,Attitude,Attitude of service provider,36,0,4414,40917,41.704,6.16,0,0,0,7,21,0
9019-QVLZD,1,None,Yes,Yes,No,No,No,Female,No,Oakland,Competitor,Competitor made better offer,58,0,5082,28900,82.732,0,32.13,1,0,1,16,0
3707-LRWZD,1,None,Yes,Yes,No,No,Yes,Female,No,Oakland,Other,Moved,44,0,3553,36517,87.412,0,1288.32,2,0,32,15,2
1455-ESIQH,1,None,Yes,Yes,No,Yes,No,Male,No,Oakland,Other,Moved,44,0,2905,24518,92.664,0,16.06,6,0,1,3,0
2979-SXESE,1,Offer D,Yes,Yes,Yes,No,No,Female,Yes,Berkeley,Other,Moved,57,0,4103,19763,98.176,209,438.43,1,1,17,13,1
4013-TLDHQ,1,Offer D,Yes,Yes,No,No,Yes,Male,No,Berkeley,Competitor,Competitor had better devices,59,0,3666,21205,81.38,0,384.94,3,0,19,28,2
6121-VZNQB,1,None,Yes,No,No,No,No,Female,No,Bolinas,Competitor,Competitor made better offer,35,0,5890,1573,19.1,0,34.79,4,0,1,0,0
6996-KNSML,1,None,Yes,Yes,No,No,No,Female,No,Cotati,Competitor,Competitor had better devices,26,0,5919,7936,77.896,0,35.25,1,0,1,33,2
2592-SEIFQ,1,None,No,Yes,No,No,No,Male,No,San Anselmo,Competitor,Competitor offered higher download speeds,36,0,3503,16849,25.74,13,0,4,0,3,20,0
8642-GVWRF,1,None,Yes,Yes,No,No,No,Female,Yes,Capitola,Competitor,Competitor had better devices,25,0,3039,9673,82.888,48,57.72,2,1,2,29,3
3400-ESFUW,1,Offer B,Yes,Yes,Yes,No,No,Male,Yes,Cupertino,Competitor,Competitor offered more data,28,0,5463,54431,59.852,1615,484,0,1,55,53,0
2057-ZBLPD,1,Offer D,Yes,Yes,No,Yes,No,Female,Yes,Los Gatos,Competitor,Competitor offered more data,50,0,2036,24443,89.96,579,886.62,4,3,21,32,0
5502-RLUYV,1,None,Yes,Yes,No,Yes,No,Female,Yes,Milpitas,Competitor,Competitor made better offer,42,0,4283,62848,108.108,2234,2566.8,4,1,69,30,0
9039-RBEEE,1,None,No,Yes,Yes,No,Yes,Male,No,Santa Clara,Price,Price too high,27,0,3080,36349,50.908,0,0,3,0,39,53,0
8417-FMLZI,1,None,Yes,Yes,No,Yes,No,Male,Yes,Santa Cruz,Dissatisfaction,Product dissatisfaction,47,0,4242,43192,86.892,33,161.46,3,1,6,7,2
0515-YPMCW,1,None,Yes,Yes,No,No,No,Male,No,San Jose,Competitor,Competitor had better devices,42,0,3525,51706,73.268,0,42.87,3,0,1,9,4
0378-XSZPU,1,Offer B,Yes,Yes,Yes,No,No,Male,Yes,San Jose,Dissatisfaction,Network reliability,31,0,4026,29914,62.712,820,998.76,0,1,58,23,0
4729-XKASR,1,None,No,Yes,No,No,No,Male,No,San Jose,Competitor,Competitor had better devices,56,3,3001,59632,25.74,0,0,4,0,1,63,3
5449-FIBXJ,1,Offer D,Yes,Yes,No,Yes,No,Male,Yes,San Jose,Price,Lack of affordable download/upload speed,34,0,2349,60620,107.432,483,532.76,2,1,19,24,2
9837-BMCLM,1,None,Yes,Yes,No,No,Yes,Male,No,Stockton,Price,Long distance charges,39,0,3567,7071,81.64,0,95.64,1,0,3,8,1
0137-UDEUO,1,Offer E,Yes,No,No,No,No,Female,No,Stockton,Price,Long distance charges,24,0,3398,30476,19.85,0,77.25,6,0,3,0,0
4925-LMHOK,1,Offer D,Yes,Yes,No,No,No,Male,No,Stockton,Dissatisfaction,Service dissatisfaction,29,0,2003,6951,60.944,611,221.85,3,0,15,65,1
1455-UGQVH,1,Offer D,Yes,Yes,No,Yes,No,Male,Yes,Acampo,Dissatisfaction,Lack of self-service on Website,35,0,4501,6317,102.44,208,10.9,4,1,10,20,0
8280-MQRQN,1,Offer E,Yes,Yes,No,No,No,Female,No,Arnold,Dissatisfaction,Network reliability,39,0,2806,5159,52.468,0,23.7,4,0,1,19,3
2037-SGXHH,1,None,Yes,Yes,No,No,No,Male,Yes,Campo Seco,Other,Don't know,25,0,3498,75,98.436,1196,1888.6,4,1,38,33,1
3178-FESZO,1,Offer E,Yes,Yes,No,Yes,No,Female,No,Clements,Other,Don't know,45,0,5797,722,104.26,0,20.23,3,0,1,19,0
6087-MVHJH,1,Offer D,Yes,Yes,No,Yes,No,Female,No,French Camp,Other,Don't know,44,0,5186,5094,91.988,85,284.8,1,0,16,6,1
4603-JANFB,1,Offer E,Yes,Yes,No,No,No,Male,No,Glencoe,Competitor,Competitor had better devices,51,0,4548,21,72.644,0,12.13,4,0,1,21,1
3018-TFTSU,1,Offer D,Yes,Yes,Yes,No,Yes,Male,No,Hathaway Pines,Dissatisfaction,Poor expertise of phone support,44,0,2850,335,84.968,0,220.56,4,0,12,3,2
4806-KEXQR,1,Offer E,Yes,Yes,No,Yes,Yes,Male,No,Lockeford,Competitor,Competitor had better devices,27,0,4669,3205,83.096,0,172.24,3,0,4,51,2
7083-YNSKY,1,Offer D,Yes,No,No,No,No,Female,No,Lodi,Attitude,Attitude of support person,22,0,2853,22073,25.4,0,687.6,4,0,15,0,0
7434-SHXLS,1,Offer E,Yes,No,No,No,No,Female,No,Wallace,Competitor,Competitor made better offer,21,0,5421,304,20.9,0,15.73,1,0,1,0,0
7908-QCBCA,1,Offer E,Yes,Yes,No,No,No,Female,Yes,Atwater,Competitor,Competitor had better devices,47,0,2404,27808,72.176,0,33.46,2,1,1,13,1
6711-FLDFB,1,Offer E,Yes,Yes,No,No,No,Female,No,Big Oak Flat,Competitor,Competitor had better devices,62,0,5159,167,77.896,152,327.53,3,0,7,28,4
4702-IOQDC,1,Offer E,Yes,Yes,No,No,Yes,Female,No,Gustine,Competitor,Competitor offered higher download speeds,58,0,2007,7872,72.904,0,46.17,1,0,1,33,0
6178-KFNHS,1,Offer D,Yes,Yes,Yes,No,No,Female,No,Hughson,Competitor,Competitor offered higher download speeds,34,0,3545,6822,81.432,255,429.6,3,0,12,28,0
1264-BYWMS,1,Offer B,Yes,Yes,No,Yes,No,Male,No,La Grange,Competitor,Competitor offered more data,40,0,4089,1749,100.672,1691,2605.9,5,0,55,32,0
9658-WYUFB,1,Offer D,Yes,Yes,Yes,No,No,Female,No,Lathrop,Competitor,Competitor offered more data,57,0,2825,10834,98.176,404,370.94,5,0,17,25,0
2013-SGDXK,1,None,Yes,Yes,No,No,No,Female,No,Mariposa,Competitor,Competitor offered more data,27,0,2172,10226,87.672,0,1.63,2,0,1,65,0
3506-LCJDC,1,None,Yes,No,No,No,No,Male,Yes,Modesto,Price,Long distance charges,52,3,4860,30668,19.95,0,8.03,1,1,1,0,0
3934-HXCFZ,1,Offer D,Yes,Yes,Yes,No,No,Male,Yes,Pinecrest,Dissatisfaction,Service dissatisfaction,33,0,5338,235,103.22,175,441.6,2,1,23,8,1
7666-WKRON,1,None,Yes,Yes,No,No,No,Female,No,Riverbank,Dissatisfaction,Lack of self-service on Website,39,0,2224,16525,83.668,960,953.55,2,0,39,30,1
4910-AQFFX,1,None,Yes,Yes,No,No,Yes,Male,Yes,Soulsbyville,Dissatisfaction,Network reliability,30,0,4533,1519,82.524,0,285.03,2,1,9,65,1
2154-KVJFF,1,Offer D,Yes,Yes,No,No,No,Female,No,Stevinson,Dissatisfaction,Limited range of services,42,0,2813,1960,82.94,256,642.45,1,0,15,23,0
9647-ERGBE,1,None,Yes,Yes,No,Yes,No,Female,Yes,Turlock,Competitor,Competitor had better devices,64,0,4664,40545,104.052,731,1192.2,2,1,30,24,2
3428-XZMAZ,1,None,Yes,Yes,No,No,Yes,Male,No,Turlock,Price,Long distance charges,64,0,5796,24708,72.124,0,45.86,1,0,1,30,0
0378-TOVMS,1,None,Yes,Yes,No,Yes,Yes,Female,No,Vernalis,Competitor,Competitor had better devices,20,0,5641,274,89.232,0,31.8,2,0,3,80,2
4355-HBJHH,1,None,Yes,Yes,Yes,Yes,Yes,Male,Yes,Waterford,Price,Price too high,49,0,6289,8308,82.888,0,2865.59,2,0,67,3,0
0318-QUUOB,1,None,Yes,Yes,No,No,Yes,Male,Yes,Santa Rosa,Competitor,Competitor had better devices,25,0,4273,40270,83.772,0,43.67,2,1,1,80,1
5520-FVEWJ,1,None,Yes,Yes,No,No,Yes,Female,Yes,Santa Rosa,Competitor,Competitor had better devices,28,0,4154,22250,87.88,0,487.56,8,1,12,65,1
5572-ZDXHY,1,None,Yes,Yes,No,Yes,Yes,Female,No,Santa Rosa,Competitor,Competitor had better devices,25,0,5313,25718,87.672,0,639.54,2,0,22,57,3
3750-CKVKH,1,None,Yes,Yes,No,No,No,Male,No,Clearlake Oaks,Other,Don't know,58,0,2299,3684,70.46,5,23.5,2,0,2,4,0
4547-KQRTM,1,None,Yes,Yes,No,No,No,Female,No,Eldridge,Competitor,Competitor offered higher download speeds,60,0,3740,363,83.252,91,497,3,0,10,11,0
4877-EVATK,1,None,Yes,No,No,No,No,Male,No,Elk,Attitude,Attitude of service provider,30,0,3657,383,20,0,46.77,3,0,1,0,0
7639-SUPCW,1,None,Yes,Yes,Yes,No,Yes,Female,No,Glen Ellen,Competitor,Competitor made better offer,32,0,2270,4101,50.752,34.8,86.9,0,0,22,33,0
4658-HCOHW,1,None,Yes,Yes,No,Yes,No,Female,Yes,Redwood Valley,Competitor,Competitor had better devices,52,0,3123,5995,106.912,63,350.07,1,1,21,3,3
3440-JPSCL,1,None,Yes,Yes,No,Yes,Yes,Female,No,Sonoma,Competitor,Competitor offered higher download speeds,26,0,3722,34314,103.948,0,30.96,3,0,6,65,1
2889-FPWRM,1,None,Yes,Yes,Yes,Yes,Yes,Male,Yes,Mckinleyville,Competitor,Competitor offered higher download speeds,31,0,4432,15921,122.512,0,2510.64,1,1,72,9,1
4290-BSXUX,1,None,Yes,Yes,No,No,No,Male,Yes,Fields Landing,Competitor,Competitor offered more data,33,0,5036,228,82.836,48,129.81,0,1,3,19,0
0325-XBFAC,1,None,Yes,Yes,No,Yes,No,Male,No,Hoopa,Competitor,Competitor offered more data,44,0,5811,3041,98.488,81,155.92,0,0,8,11,0
2462-XIIJB,1,None,Yes,Yes,No,No,No,Male,No,Miranda,Competitor,Competitor offered more data,33,0,2810,867,96.2,127,16.25,0,0,5,28,0
4760-XOHVN,1,None,Yes,No,No,No,No,Female,Yes,Myers Flat,Competitor,Competitor made better offer,54,2,2865,644,19.45,0,28.73,1,1,1,0,2
7817-BOQPW,1,None,Yes,Yes,No,No,No,Female,No,Rio Dell,Competitor,Competitor made better offer,32,0,4320,3284,78.572,52,82.74,1,0,2,31,0
1853-UDXBW,1,None,Yes,Yes,No,No,No,Male,Yes,Samoa,Price,Price too high,38,0,2485,395,72.8,0,38.8,2,1,1,4,1
5458-CQJTA,1,Offer B,Yes,Yes,Yes,Yes,No,Male,Yes,Smith River,Dissatisfaction,Product dissatisfaction,56,0,5207,2020,77.792,1591,2630.55,5,1,65,33,3
5219-YIPTK,1,None,Yes,Yes,No,Yes,No,Female,Yes,Trinidad,Dissatisfaction,Service dissatisfaction,46,0,3185,2369,108.576,443,373.56,2,1,33,13,3
3540-RZJYU,1,None,Yes,Yes,Yes,No,No,Female,No,Zenia,Dissatisfaction,Lack of self-service on Website,21,0,5829,259,89.648,826,300.45,4,0,15,65,0
2091-MJTFX,1,None,No,Yes,No,Yes,No,Female,Yes,Auburn,Dissatisfaction,Network reliability,57,2,4568,18197,53.248,203,0,6,1,30,13,1
0883-EIBTI,1,None,Yes,No,No,No,No,Female,No,Clarksburg,Dissatisfaction,Limited range of services,23,0,2484,1417,19.5,0,56.04,4,0,2,0,1
7571-YXDAD,1,None,Yes,Yes,No,No,No,Female,No,Davis,Price,Long distance charges,37,0,2078,648,77.896,29,76.56,5,0,2,20,1
3393-FMZPV,1,None,Yes,Yes,No,Yes,No,Female,No,Elverta,Price,Extra data charges,59,0,2195,6197,104.26,72,906,4,0,25,3,0
7486-KSRVI,1,Offer B,Yes,Yes,No,Yes,No,Male,No,Folsom,Dissatisfaction,Product dissatisfaction,56,0,4760,51855,104,1053,1692.91,0,0,43,25,0
8443-WVPSS,1,None,Yes,Yes,No,Yes,Yes,Male,Yes,Galt,Dissatisfaction,Service dissatisfaction,58,0,4243,24194,103.844,0,432.8,1,5,10,13,4
3006-XIMLN,1,None,Yes,Yes,No,Yes,Yes,Female,No,Garden Valley,Dissatisfaction,Lack of self-service on Website,34,0,5299,2536,97.968,0,85.78,5,0,2,14,1
6305-YLBMM,1,None,Yes,Yes,No,Yes,No,Male,No,Hood,Attitude,Attitude of service provider,50,0,4254,213,108.212,1888,173.88,1,0,69,26,0
3647-GMGDH,1,None,Yes,Yes,No,Yes,Yes,Male,Yes,Jackson,Attitude,Attitude of support person,52,0,5615,6202,98.488,0,831.6,3,7,22,16,0
6595-COKXZ,1,Offer E,Yes,Yes,No,No,Yes,Female,No,Plymouth,Attitude,Attitude of service provider,63,0,4879,2220,46.228,0,48.31,2,0,1,24,1
0362-ZBZWJ,1,None,Yes,Yes,No,Yes,No,Male,No,Thornton,Attitude,Attitude of service provider,46,0,2455,1472,88.296,736,887.76,0,0,36,24,0
4211-MMAZN,1,Offer E,Yes,No,No,No,No,Male,No,Vacaville,Attitude,Attitude of support person,41,0,2959,32564,20.25,0,23.16,3,0,1,0,0
4274-OWWYO,1,None,Yes,Yes,No,No,No,Male,No,Walnut Grove,Other,Deceased,56,0,5633,2344,77.324,0,4.8,2,0,1,12,0
1541-ETJZO,1,Offer E,Yes,Yes,No,No,No,Male,No,Wheatland,Other,Moved,58,0,2937,3600,64.532,0,47.83,2,0,1,13,1
4106-HADHQ,1,None,Yes,Yes,Yes,Yes,No,Male,Yes,Emigrant Gap,Other,Moved,42,0,2704,185,83.2,318,1392.3,0,1,39,10,0
2369-UAPKZ,1,Offer E,Yes,Yes,No,Yes,No,Male,No,Meadow Vista,Other,Moved,43,0,3131,3747,108.264,49,194.45,0,0,5,9,0
0637-KVDLV,1,Offer E,Yes,Yes,No,No,Yes,Male,No,Elk Grove,Other,Don't know,30,0,5944,47065,79.56,0,34.44,4,0,2,33,0
6633-MPWBS,1,Offer E,Yes,Yes,No,No,No,Male,No,Woodland,Competitor,Competitor offered more data,47,0,4336,15022,51.168,43,36.55,5,0,5,20,0
8785-EPNCG,1,None,Yes,No,No,No,No,Male,No,Sacramento,Competitor,Competitor made better offer,42,0,5671,25355,23.15,0,340.01,1,0,11,0,0
5729-KLZAR,1,Offer E,Yes,Yes,No,Yes,No,Female,Yes,Sacramento,Competitor,Competitor had better devices,22,0,2961,14966,84.084,197,177.12,2,1,4,65,1
1582-RAFML,1,Offer E,Yes,Yes,No,No,No,Male,No,Sacramento,Competitor,Competitor had better devices,26,0,5654,35426,62.504,0,23.63,3,0,1,94,3
8740-CRYFY,1,Offer E,Yes,Yes,No,No,No,Male,No,Sacramento,Competitor,Competitor offered higher download speeds,62,0,2038,72199,82.108,0,23.96,2,0,1,24,0
2962-XPMCQ,1,Offer E,Yes,Yes,No,No,Yes,Male,No,Sacramento,Competitor,Competitor offered higher download speeds,56,0,2699,54880,46.956,2.27,12.94,2,0,2,23,0
1678-FYZOW,1,Offer E,Yes,Yes,No,No,No,Female,No,Sacramento,Competitor,Competitor offered higher download speeds,28,0,2448,854,82.576,206,139.8,3,0,3,84,0
8627-EHGIP,1,Offer B,No,Yes,No,Yes,Yes,Male,No,Sacramento,Competitor,Competitor offered more data,38,0,3051,34894,56.108,0,0,3,0,44,4,0
5480-TBGPH,1,None,Yes,Yes,No,Yes,No,Female,Yes,Sacramento,Competitor,Competitor offered more data,63,0,4811,31373,103.272,754,1079.04,2,0,24,31,0
8854-CCVSQ,1,None,Yes,Yes,No,No,No,Male,No,Browns Valley,Competitor,Competitor offered more data,58,0,3788,1477,83.876,116,699.66,0,0,18,8,0
